"","Name","Rk","Age","ORG","Highest_LVL","POS","Future_Role","Report","obs","word_count","sd","ave_sentiment"
"1031","Joey Murray","25","23.5","TOR","AA","RHP",4,"A high spin rate, backspinning axis and flat approach angle give Murray’s fastball big time carry in the zone, and it blows past hitters even though it only sits in the 88-91 range. It has enabled Murray to reach the upper-levels of the minors in just one year, and he finished 2019 having made eight good starts at Double-A. He can pair the fastball with both breaking balls, and he throws a lot of strikes. I’m skeptical of it working in a rotation but a Yusmeiro Petit sort of relief role has precedent.",1031,95,0.167389506715137,0.0512363938112831
"1032","Yennsy Diaz","26","23.3","TOR","MLB","RHP",4,"The continued development of Diaz in the rotation has improved his changeup enough that it’s a viable third offering on the eve of three-batter minimums. Otherwise Diaz has the look of your standard fastball/breaking ball middle reliever. He held mid-90s heat over a 140-inning workload last year and should live there out of the ‘pen, while his upper-70s curveball has average movement, but plays well because of how Diaz hides the ball.",1032,77,0.235686290885833,0.0912818951931603
"1033","Riley Adams","27","23.7","TOR","AA","C",4,"At a chiseled 6-foot-4, Adams has a rare catcher’s build both in terms of sheer size and in body composition. This creates some issues for him — the lever length has led to strikeouts, and Adams can be slow out of his crouch when throwing to second — but it bolsters confidence in his durability and athletic longevity. I think it’s possible for Adams to simplify his swing in a way that looks like what Alec Bohm has done, which is a contact-oriented approach that derives power from the hitter’s strength rather than a lot of movement. I have him projected as a bat-first backup.",1033,108,0.397056828673009,0.294452594754676
"1034","Will Robertson","28","22.2","TOR","A-","RF",4,"You can compare Robertson’s 2018 wood bat Cape statline — .300/.380/.435 — to his mid-major, composite bat power output at Creighton — .307/.401/.560 — and get a feel for what the performance drop-off is like when smaller-school mashers face cream of the crop pitching with pro-style bats. He has corner-worthy power, but Robertson’s swing and general stiffness detract from the confidence that he’ll tap into it in pro ball. He has a 1B/LF/RF platoon projection.",1034,78,0.396276013785854,0.370099892574184
"1035","Jackson Rees","29","25.6","TOR","A+","RHP",4,"Injured several times as an amateur, Rees bounced from a California JUCO to Hawaii, where he had two vanilla seasons as a starter. Undrafted, he signed with Toronto, raised him arm slot, moved to the bullpen, and now has a deception/curveball combo that’s very difficult for hitters to parse in one-inning stints. He’s a likely relief piece.",1035,61,0.275010276108207,-0.0960457954581615
"1036","Curtis Taylor","30","24.6","TOR","AA","RHP",3.5,"Taylor has now been traded twice — the Rays acquired him from Arizona for Brad Boxberger then flipped him to the Jays for Eric Sogard — amid a quick climb to Double-A (the Rays moved him quickly after they acquired him) and intermittent elbow soreness. Taylor was shut down and given a PRP injection to remedy a UCL strain without surgery and didn’t pitch the second half of last year. Before he was shelved and traded, he was typically throwing 35 to 50 pitches once every three to five days, seemingly in preparation for some kind of multi-inning role. He works in the mid-90s, generates huge extension, and bends in some above-average sliders.",1036,114,0.301691339920059,0.114729732548213
"1037","Javier D’Orazio","31","18.2","TOR","R","C",3.5,"D’Orazio is a lean, projectable catcher with advanced feel for contact. He received a mid-season promotion from the DSL to the GCL and his production sputtered, but I’m in on the frame and bat-to-ball skills.",1037,40,0.196860509008426,0.365980084673229
"1038","Patrick Murphy","32","24.8","TOR","AA","RHP",3.5,"After a totally healthy 2018 (he’s endured myriad severe injuries dating back to high school), it seemed like Murphy would finally reach the big leagues and enjoy the spoils of his perseverance last year. But in June, the Umpire’s Association ruled that his delivery was illegal (his front leg would kick up, then come all the way down and make contact with the mound and the front of the pitching runner before he’d stride toward home), and Murphy’s performance fell apart as he tried to make an adjustment that would satisfy them. And that was before he got hurt again (shoulder). Healthy Murphy pounds the zone with upper-90s fastballs and breaks off an occasionally nasty curveball. He profiles in middle relief.",1038,125,0.399672153263388,0.141742845112737
"1039","Roither Hernandez","33","22.0","TOR","R","RHP",3.5,"Hernandez is an arm strength-only, 22-year-old relief prospect with a shot to develop a viable, bat-missing slider.",1039,20,NA,0.145344418537486
"1040","Anthony Alford","34","25.6","TOR","MLB","CF",3.5,"The sexy, fantasy baseball-relevant tools remain (power and speed), but Alford’s strikeouts, injury history, and inability to get to his power in games continues to be a problem. He’s now 25 and the two-sport late-bloomer cuckoo clock is nearly at midnight.",1040,45,0.0654672039428116,-0.0828071410202958
"1041","Chavez Young","35","22.7","TOR","A+","CF",3.5,"As is typical of hitters transitioning from Lansing to Dunedin, Young’s surface-level production declined significantly in 2019, but his .247/.315/.347 line was still average for the Florida State League. A lack of pop will likely be a barrier to regular playing time, but Young has rosterable bench outfielder traits. He’s a switch-hitter (better left than right) who can pinch run and play all three outfield positions well (an instincts-driven center field, plus defense in a corner).",1041,79,0.216429175735517,0.157785894738104
"1042","Tanner Morris","36","22.5","TOR","A-","LF",3.5,"Morris’ track record of hitting well dates back to high school and he had more walks than strikeouts in his two years at Virginia (he was a draft-eligible sophomore). He doesn’t really have a position — he played shortstop all through college but fits in left field athletically — and lacks impact power, which puts a ton of pressure on the hit tool and plate discipline to carry the freight of Morris’ offensive production. To this point, he’s performed as if they may.",1042,84,0.216504879579188,-0.0233614819572902
"1043","Naswell Paulino","37","19.9","TOR","A","LHP",3.5,"Paulino is a converted outfielder currently sitting in the low-90s with big time carry on his fastball. He’s a smaller-framed guy, but is loose, and I think there’s a chance more arm strength comes with maturity. His breaking ball has bat-missing action at times but needs to become more consistent. He’s a long-term bullpen prospect.",1043,62,0.238663212374316,0.310229570796517
"1044","Hector Perez","38","23.8","TOR","AA","RHP",3.5,"Toronto ran Perez out as a Double-A starter in 2019, his first option year on the 40-man, but he continues to project in relief because of control issues. Curiously, while he has several traits indicative of an effective fastball (its spin rate is above average, and it has backspin and plus-plus vertical movement), his heater only generated a 6% swinging strike rate last year. He’s lost a tick on his heater each of the last two seasons and has gone from sitting 93-97 to sitting 91-96, but again this has been as a starter rather than in the short-outing, piggyback-style usage Perez enjoyed before Houston traded him to the Jays in the Roberto Osuna deal. The velo might come back if Perez ends up in relief, but he still probably needs to throw more strikes to stick in the bullpen permanently rather than be shuttled back and forth from Triple-A.",1044,152,0.207346195752502,0.0575605174322439
"1045","Carter Kieboom","1","22.3","WAS","MLB","SS",6,"If you’ve enjoyed watching Keston Hiura hit for the last year or so, you’ll enjoy Kieboom, whose hands work similarly in the box. The efficient loop they create as they accelerate through the hitting zone enables Kieboom to hook and lift stuff on the inner half, including breaking balls, and he’s especially adept at driving stuff away from him out to right. This is a special hitting talent who has performed up through Triple-A as a college-aged shortstop, and Anthony Rendon‘s departure opens the door for at-bats right away. ",1045,96,0.208076016664678,0.40179367357902
"1046","Luis Garcia","2","19.6","WAS","AA","2B",5,"Garcia didn’t have a great statistical 2019, but he was a teenager at Double-A so we’re not weighing that heavily. We care most about Garcia’s ability to hit, and that remains strong. His swing and feel for contact are both very similar to Juan Soto‘s, though of course Garcia lacks that kind of raw thump or plate discipline. Garcia’s a proactive swinger but so far his advanced feel for the barrel has allowed it to work. Most of his extra-base damage is going to come via doubles slashed down the left field line and to the opposite field gap, but there’s a 20 home run ceiling here if he learns to attack the right pitches. ",1046,121,0.376150377361391,0.265565803904525
"1047","Jackson Rutledge","3","20.7","WAS","A","RHP",4.5,"After an up-and-down freshman year at Arkansas, Rutledge transferred to Houston-area junior college powerhouse San Jacinto and immediately looked like a first-round pick, even before the season started. He had trouble getting on the mound in Fayetteville in part due to his command, which still isn’t great, but he has more than enough feel to throw his high-octane stuff over the plate and most lower level hitters can’t handle it. Rutledge is a physical monster at 6-foot-8 and 260 pounds, and has an arm swing familiar to those who saw Lucas Giolito‘s arm action adjustment, typically en vogue with the weighted ball community. ",1047,110,0.10978021806577,0.185543295308175
"1048","Wil Crowe","4","25.3","WAS","AAA","RHP",4.5,"There are some long-term health questions with Crowe — his market was diluted by knee and elbow concerns coming out of high school, he’s a bigger-bodied guy, and he blew out about halfway through his sophomore year at South Carolina — but he’s ready for a big league rotation right now. Crowe has above-average stuff, his fastball and pair of breaking balls are all capable of missing bats, and we’ve seen good changeups from him, too. He has imprecise control of everything, and instead just tries to bully hitters with a pretty even mix of the repertoire in competitive locations. He resembles Tanner Roark in many ways and projects to be a starter of similar quality, probably beginning at some point next year.",1048,127,0.229477758429461,0.217318507317456
"1049","Mason Denaburg","5","20.4","WAS","R","RHP",4.5,"Denaburg had a loud spring as a high school senior, when he went pitch-for-pitch with Carter Stewart in two showdowns and both became first-round picks. Each has had his troubles since then. Denaburg’s pro debut didn’t happen after signing last summer, as the biceps tendonitis that dinged his draft stock flared up again after signing. In 2019, it looked like he would get to Low-A at some point, but his velocity ticked down and the Nationals held him back in extended ball. Once he built back up (92-94, touching 95 mph) he was set to go to short-season and then Low-A to finish the year. But then he felt something in his shoulder, which led to him being shut down again and never leaving Florida. ",1049,130,0.171898017502552,-0.0353969073129805
"1050","Andry Lara","6","17.0","WAS","R","RHP",4,"Lara is a bigger, mature-framed pitcher with present velocity. He already sits 92-94, so it’s less of a problem that he lacks traditional physical projection. However, it’s also feasible that Lara becomes more fluid and athletic as he matures, so maybe he’ll back into more velocity that way. Many other traits typical of top high school pitchers — arm action, glove side fastball/slider command, and the slider quality — are also promising here, just without obvious physical projection.",1050,80,0.344079466716692,0.320752279681261
"1051","Eddy Yean","7","18.5","WAS","A-","RHP",4,"Yean has stuff typical of most late first or early second round high school arms. He has a fairly projectable frame, his heater reaches the mid-90s, there’s precocious changeup and slider feel, and Yean goes right at hitters. He was targeted by sellers at the deadline and has mid-rotation upside.",1051,53,0.192621624002791,0.0507706008728991
"1052","Matt Cronin","8","22.2","WAS","A","LHP",4,"Cronin has Greg Holland’s build (scaled up a little bit) and arm slot, creating big time carry on his heater, which touches 97. He also has a power, overhand curveball that’s already consistently plus. While at Arkansas, one of Cronin’s teammates would smack him across the face before he entered games. We don’t know if that tradition has continued in pro ball, but as long as he throws strikes and the stuff stays the same, Cronin is a potential high-leverage reliever.",1052,85,0.173960525698663,0.106428519363407
"1053","Tim Cate","9","22.2","WAS","A+","LHP",4,"Cate has long been compared to Tim Collins as a smallish power lefty with mid-90s heat in short stints and a knockout breaking ball. Cate was first seen by most scouts in relief for two summers for College Team USA but was always a starter for UConn. His 92-95 mph heater in relief was more 88-92 mph in the rotation and he had forearm tightness early in his draft spring, along with a Tommy John surgery in high school. We mention that amateur background because it’s still the conversation around Cate. The Nats hope he’s still a league-average starter and think some added weight may increase his stamina. But plenty of evaluators just want to see Cate in the role where he’s stood out most (and arguably the role where his arm injuries suggest he belongs), working an inning or two at a time in relief.",1053,149,0.215498020748764,0.110691642907746
"1054","Seth Romero","10","23.7","WAS","A","LHP",4,"The beginning of any story with Romero starts with his background, which includes a litany of off-field issues that pushed a top-10 overall talent to the end of the first round and, most recently, Tommy John surgery. Nationals officials are cautiously optimistic in their accounts of how Romero has been lately, saying his on- and off-field behavior is improving and his physical condition (not always the best) is in a good spot. He returned from surgery to pitch in the instructional league and sat 93-95 mph, throwing strikes. His changeup had moved ahead of his slider just before he blew out and sliders often are the last pitch to come back after surgery, so a fastball-changeup combo will be the main weapons for Romero as he returns on a pitch and innings count. ",1054,135,0.073106677677971,0.0841712155774352
"1055","Drew Mendoza","11","22.2","WAS","A","1B",4,"Mendoza had some No. 1 overall pick buzz early in his high school senior spring, but ultimately faded a bit down the stretch and his big price tag (plus Scott Boras) led to him enrolling at Florida State, where those concerns played out for three years. Mendoza has massive raw power and a borderline passive late-count approach, which leads to a healthy heaping of true three outcomes. Along with the patient approach, scouts either complain or simply point out Mendoza’s on-field demeanor, which runs from “low blood pressure” to “disinterested.” He looked less like a third baseman over time at Florida State, and the Nationals plan to play Mendoza at first base most of the time going forward. There’s still some projection left: Mendoza could have 70 raw power with a high on-base percentage when he gets to the big leagues, but the margin for error is low and could lead to a platoon role.",1055,158,0.289419806195433,-0.0772295130622031
"1056","Yasel Antuna","12","20.1","WAS","A","3B",4,"Tommy John and some nagging lower body issues limited Antuna to three GCL games and instructs in the DR. He looked a little thicker during instructs, and it’s more likely that he ends up at third base now, but the rest of the profile is the same: He’s still a switch-hitting middle infielder with a pretty, low-ball swing and a frame that might yield considerable raw power. He’s age-appropriate for the Penn League (and starting him in Extended seems smart) but he might skip ahead to full-season ball next spring. ",1056,97,0.614719401055931,-0.00856908181739968
"1057","Jeremy De La Rosa","13","17.9","WAS","R","RF",4,"De La Rosa popped up quickly after signing for $300,000 last summer (normally below our radar on signing day) and standing out in stateside instructs. He had a solid pro debut this summer in the GCL as a 17-year-old, and the tools are still present as well: solid average speed, an improved arm that shows average, a chance to play in center field, and average raw power that could improve in the coming years. For those wondering who the next elite international position player prospect will be in this system, he and Roimar Quintana are the new young bats to watch.",1057,101,0.219671637554312,0.423660504505805
"1058","Israel Pineda","14","19.7","WAS","A","C",4,"A physical young catcher with some pull power, Pineda has been pushed through the minors quickly so far. He went straight to the GCL at age 17, then to a Penn League packed with 21-year-olds at age 18, then to full-season ball in 2019, all for someone who won’t turn 20 until April. He took an offensive dip at least in part because he was playing through a broken finger all year. We still think he’s a bat-first backup, but he has a puncher’s chance to be a regular.",1058,91,0.271075534418036,0.100128852723068
"1059","Joan Adon","15","21.4","WAS","A","RHP",4,"Washington moved Adon into the rotation after he had spent his first two pro seasons in the bullpen, and his velocity dipped a bit during the second half of the year. He has a graceful delivery that he struggles to repeat, which impacts his breaking ball quality and command enough for us to project him in relief. In the bullpen he might sit 94-plus with serious movement, which, even with relatively tepid offspeed projection, puts him in a valuable relief role. ",1059,81,0.0872475293383353,0.193990429383769
"1060","Roismar Quintana","16","16.9","WAS","R","RF",3.5,"Quintana signed for $820,000 in the Nats’ 2019 July 2nd class as one of three high-dollar signings, behind Lara and left-hander Pablo Aldonis. Quintana made a solid first impression domestically in the instructional league. He’s an average runner with an average arm and above average raw power. He has a well-developed 6-foot, 205 pound frame that reminds some of Marcell Ozuna or a number of Cuban outfielders, but Washington thinks Quintana can play center field for awhile, maybe even long enough to be an everyday player there in the big leagues. With no organized games to go off of, we’re projecting a lot on the bat, but his swing path is direct, there’s raw strength, and he’s already showing opposite field BP power.",1060,127,0.125887728117432,0.128626378767464
"1061","Jackson Cluff","17","23.0","WAS","A","SS",3.5,"Many BYU prospects have an uphill battle to climb against draft models because their Mormon mission takes them away from baseball for a year, and makes them much older than their peers when they’re finally draft eligible. We weren’t really on Cluff pre-draft, but he performed during the summer and his eclectic collection of tools, feel to hit, lefty stick, and the likelihood that he stays on the dirt have him looking like a high-floor bench infielder already, and he’s trending up.",1061,87,0.289544355610301,0.16188163444919
"1062","Raudy Read","18","26.1","WAS","MLB","C",3.5,"The brawny Read has a long track record of hitting — he’s hit .270 with some pop over the course of several upper-minors seasons — mired somewhat by a 2018 PED suspension. He struggles with righty breaking balls away from him but mashes lefties. His receiving has improved enough that he can catch pitchers who don’t live in the dirt, which makes him a potential third catcher/26th man type who clubs lefties off the bench and starts at first base once in a while.",1062,84,0.187326263298991,-0.145660650703622
"1063","James Bourque","19","26.4","WAS","MLB","RHP",3.5,"Bourque and his beat-walking cop mustache ascended through the minor league ranks after he moved to the bullpen and shelved his changeup back in 2018. The Nationals forced him to work only with his fastball during 2018 instructs, and liked enough of what they saw that they put him on the 40-man. He’s a stiff, upright, arm strength relief prospect.",1063,60,0.349562680416124,0.246407742342546
"1064","Tyler Dyson","20","22.0","WAS","A-","RHP",3.5,"Dyson’s career has been a rollercoaster: lower-profile Gator recruit, breakout freshman, pegged as a potential 1-1 before his sophomore year, then two years and a Cape summer of inconsistent stuff, command, and performance without a major injury. His velo trended back up into the mid-90’s before the draft and the Nationals popped him in the fifth round; he then had a solid pro debut. He’s a sleeper in that he’s showed Top 100 ability — which makes some who see him think there’s a breakout coming — but it’s appeared inconsistently enough that we think he’ll likely wind up in middle relief.",1064,106,0.297741754888393,0.0598763384921783
"1065","Reid Schaller","21","22.7","WAS","A","RHP",3.5,"Schaller would have been a draft-eligible sophomore at Vanderbilt, but he lost his true freshman season to Tommy John, so he was a rare draft-eligible redshirt freshman instead. Pitching out of the bullpen in college, Schaller was 94-97. He’s been more 91-94 as a starter in pro ball, but we have him projected as a two-pitch reliever and think the heater will have an extra gear in single-inning outings.",1065,72,0.396079542363107,0.0539396566583865
"1066","Nico Hoerner","1","23.1","CHC","MLB","2B",5,"When Hoerner was at Stanford, it seemed reasonable to hope that he could pass as a shortstop by simply making all the routine plays, plus a few based on his level of effort. It also seemed reasonable to project him in center field because of his plus-plus speed. The Cubs have decided to have it both ways; beginning in July of last year, after he returned from a wrist fracture, they began playing him at all three up-the-middle positions. Barring a rep-based leap in center field, he projects to be a 45 defender at all three spots, but the versatility is valuable on its own. ",1066,108,0.402349427868508,0.286618282920965
"1067","Brennen Davis","2","20.6","CHC","A","CF",5,"Davis made an incredible leap throughout his first year in pro ball. Some area scouts thought he was so raw as a hitter, and that his stock had fallen enough due to a pre-draft hamstring issue, that he might be better off going to school. The Cubs took him in the second round, tweaked his swing, and skipped him over a level; he responded by hitting .305/.381/.525 at South Bend, and he may just be scratching the surface. ",1067,78,0.31378932416614,0.0782445689825029
"1068","Miguel Amaya","3","21.3","CHC","A+","C",5,"Amaya continues to track as a good everyday catcher. He remains a polished defender with leadership qualities befitting an everyday backstop, and his body is built to withstand the rigors of the dog days. Like most catchers, Amaya’s offensive tools play down a bit in games because the position wreaks havoc on the body. For two years now he’s caught about 90 games, reached base at a .350 clip, and hit a dozen dingers. He’s now on the 40-man and was on pace to play at Double-A this year before the shutdown, though his big league timeline might accelerate if Willson Contreras is traded.",1068,106,0.269578329159084,0.052377157960618
"1069","Brailyn Marquez","4","21.4","CHC","A+","LHP",5,"Marquez is tied with Blake Snell for the title of Hardest-Throwing Lefty Starter on the Planet right now, as both averaged 95.6 mph on their heaters last year. He walked 13% of Low-A hitters over 17 starts but was promoted to Hi-A anyway because he was just bullying hitters with heat and not really refining anything. Marquez does unleash the occasionally nasty slider, his changeup sometimes has bat-missing tail and location, and, though it’s unclear if it’s purposeful or not, his throws what looks like a cutter. The consistency of his command, the quality of his secondary stuff, and the way his body developed before he has even turned 21 are all signs pointing toward a high-leverage relief role.",1069,122,0.30640860867619,0.120649379252726
"1070","Adbert Alzolay","5","25.3","CHC","MLB","RHP",4.5,"Alzolay has had health and durability issues for three consecutive years. He was given extended rest and had his pitch counts limited late in the summer of 2017 before he was shut down in August, then he had a PRP injection in 2018 after he was diagnosed with a lat strain, and had biceps inflammation in 2019. It’s the lone reason he’s not on the top 100. He has this system’s best two-pitch mix, a fastball/power curveball combo that would pretty cleanly profile in the back of the bullpen if the Cubs want to move him there for health reasons. He threw his changeup much more during his 2019 big league time than I would have guessed. He has feel for creating movement on it but not for locating it competitively. He has mid-rotation upside assuming good health and a little more changeup refinement, which is reasonable to hope for because he’s lost reps to all these injuries.",1070,160,0.279668622300872,-0.0161285167309547
"1071","Cole Roederer","6","20.7","CHC","A","LF",4.5,"As a high school underclassman, Roederer looked like a hit-first tweener outfielder. He added a bunch of good weight and strength and had significantly more raw power when he arrived in the AZL after signing, and had already begun trading a little bit of contact for significantly more game power. He skipped the Northwest League, went right to full season ball, and didn’t perform statistically, but I’m not moving off of him at all. Roederer creates a lot of power in a short amount of space and I’m still bullish about him hitting for a mix of contact and power. If he can stay in center field, he’ll be an everyday player, but I think he’s more likely to end up in left. Even if that’s the case, I think he’ll be the larger half of a platoon pretty easily, and I also think he has a shot to outhit my projection and just profile everyday in left, too.",1071,167,0.261636313964765,0.126949176869404
"1072","Chase Strumpf","7","22.3","CHC","A","2B",4,"Strumpf has pretty average tools, but he had several years of strong statistical performance in a big conference and plays a premium position. The compact nature of his swing increases the likelihood that he’s going to hit, and he also has sneaky strength in his hands that should help him produce at least doubles power. His median outcome is probably that of a second division regular or utility man; if he’s better than that it’ll be because he hit more than anticipated.",1072,85,0.347349447547025,0.294835745593216
"1073","Ryan Jensen","8","22.5","CHC","A-","RHP",4,"Jensen had one of the best arms in the 2019 Draft. Strong and athletic despite being quite small, he holds 94-97 deep into games and has touched 100. He can make his fastball ride or tail, and he uses it very frequently. His secondaries are not as nasty, but they’re workable and flash average right now. There’s a lot pointing to a relief role here because of the size, delivery (Jensen’s arm action is very long), and the reality that two pitches need to develop for him to start, but the fastball gives him a chance to be a high-leverage or multi-inning reliever.",1073,105,0.374272667969182,0.450733457001512
"1074","Kohl Franklin","9","20.8","CHC","A","RHP",4,"Franklin was only throwing in the low-80s as a high school junior, but his velocity spiked later in the year and he threw much harder the following season. He now sits in the low-90s and was up to 95 last year while working with an above-average changeup. His breaking ball has good raw spin but, visually, is average. He’s a bulldog who goes right at hitters, has good on-mound makeup, and is among the likelier rotation pieces in this system.",1074,84,0.172666553010458,0.155495800963587
"1075","Cory Abbott","10","24.7","CHC","AA","RHP",4,"Abbott was a draft spring popup guy. He struck out 100 more hitters as a junior than he did as a sophomore in just 28 more innings. His scouting reports still lead with affection for his command rather than his improved stuff, but there was thought that the stuff might continue to blossom in pro ball. Instead it has plateaued, and Abbott now projects as a low-variance fifth starter. His fastball plays best when it’s moving most, which for him is when he’s locating it just off the plate to his arm side; it is hittable everywhere else, including up above the zone. He can locate there, but Abbott is limited in where he can attack with the heater, which also makes it harder for him to set up his breaking balls, the best of which is an above-average curveball. I have him in as a fifth starter but he might work efficiently enough and accrue enough innings volume to outpace the 1-1.5 annual WAR I associate with that role.",1075,171,0.536723991329884,0.144094701457905
"1076","Christopher Morel","11","21.0","CHC","A","3B",4,"Morel has visible on-field leadership qualities and is one of the better athletes in this system. He’s wiry and projectable but already strong, and he has present pull power that projects to plus. He also has plenty of arm for the left side of the infield and has already moved from shortstop to third as he’s filled out, but there’s a non-zero chance he ends up in the outfield, where he’s taken some flies in practice and looked rather comfortable. Morel has some pitch recognition issues that lead to strikeouts. Those create uncertainty about his profile, but they’ll be more acceptable if he can stay on the dirt. He could be an athletic, power-hitting corner bat in the big leagues so long as he hits a little bit.",1076,136,0.234918679472656,0.049609880922392
"1077","Ronnier Quintero","12","17.6","CHC","R","C",4,"There’s been a seven-figure Venezuelan catcher near the top of every international class dating back through 2016, and Quintero was last year’s model. He’s a little less polished on defense than most of his predecessors but has a plus arm and mature, strength-driven power. He has everyday offensive ability if he can remain lithe and mobile enough to catch.",1077,63,0.54402732740195,0.469734190254234
"1078","Kevin Made","13","17.7","CHC","R","SS",4,"Made is a familiar type, the pure projection shortstop with actions and contact skills that you can dream on. During workouts in Arizona he showed average bat speed and his swing was geared for line drives, and he has a very lean, angular build with underlying musculature that suggests he’s going to get much stronger into his mid-20s. He also showed a very rotational, whippy swing with natural, pull-side loft, so he might hit for power without any sort of swing alteration. At this point, though, we just have no idea how he’ll look against live, pro-quality pitching because the Cubs didn’t do a traditional instructs that would have enabled him to show us.",1078,120,0.203430189532789,0.320320715443072
"1079","Riley Thompson","14","23.9","CHC","A","RHP",4,"Thompson had great stuff while at Louisville but only threw about 50 career innings and he struggled to throw strikes during that time. He not only made control/command strides in 2019, but also developed a better changeup. His fastball/curveball combination (both have vertically-oriented shape) make him a likely bullpen piece even if there’s a strike-throwing regression. If not, he’ll be a 45 FV on next year’s list.",1079,71,0.30941682481871,0.0723151516386836
"1080","Ethan Hearn","15","19.8","CHC","R","C",4,"Hearn is a strong, athletic catcher who has a chance to be an above-average defender with a plus arm (he needs to be more accurate, though) and above average raw power, but he needs a reworked swing and may never be more than a 40 bat.",1080,46,NA,1.28274501854761
"1081","Michael McAvene","16","22.8","CHC","A-","RHP",4,"McAvene’s velo popped late during his draft year and was up to 100 during Louisville’s regionals, and he flashed a tight, mid-80s slider. If that holds, he could be a set-up type. If not, it’s more middle relief.",1081,42,0.330142329679667,-0.00868658010284448
"1082","Hunter Bigge","17","22.0","CHC","A-","RHP",4,"Bigge looks like a 2019 12th round steal. He was sitting in the upper-80s and low-90s at Harvard, then spiked into the 92-95 range out of the bullpen after the draft. By the fall, he was touching at least 97 and I have one source who had him up to 99. He now looks like a quick-moving bullpen weapon, but obviously it’d be better to see him do it for a whole season.",1082,73,0.364463352250606,0.135730093551636
"1083","Fabian Pertuz","18","19.8","CHC","R","3B",4,"A small-ish infielder with above-average bat speed, Pertuz has good pull-side pop for his age. His swing is geared for contact at the top of the strike zone, which is where more and more pitchers are starting to work. He’s a bit over-aggressive and needs to get stronger as he ages, but there are power-hitting components here if he can, as well as a good shot to stay on the infield at either second or third base.",1083,83,0.269043614881488,0.189506237057213
"1084","Yohendrick Pinango","19","18.1","CHC","R","CF",4,"Pinango has pretty electric bat speed and runs well enough to stay in center field. He made a high-end rate of contact and walked more than he struck out in the DSL last year but hit for almost no power despite his bat speed. Pinango takes some pretty erratic swings and often loses his balance through contact because of how hard he’s rotating, but it didn’t hurt his ability to make contact last year and lots of guys, Cody Belligner most notably, have successfully dialed down their swings without compromising their power output. Pinango isn’t that kind of athlete (who is?) nor is his frame all that projectable. He’s pretty curvaceous for an 18-year-old, so I’m a little bearish on his ultimate power projection and think there’s some risk he moves to a corner despite his present speed. If you feel better about him staying in center then he belongs up between Made and Hearn.",1084,163,0.188740257087977,0.161084876851322
"1085","Zack Short","20","25.0","CHC","AAA","SS",4,"Short struck out at an alarming rate last year, much more than he ever has before (32% last year, 21% career). Some of that may have been due to a smaller sample of at-bats, as he missed much of 2019 with a hand injury. He has good ball/strike recognition, hits the ball in the air consistently, and is a capable defender all over the infield, including at short. He’s now on the Cubs 40-man and I think he’s a big league ready utility man.",1085,85,0.495366948041757,0.0436916859264391
"1086","Trent Giambrone","21","26.5","CHC","AAA","2B",4,"Much like Short, I have Giambrone projected as a versatile bench bat (I don’t like him at shortstop, but 2B/3B/OF are fits) who strikes out a lot but hits for power when he makes contact. His athletic, contemporary, full-body swing makes efficient use of his little frame, and he’s able to tap into in-game pull power because of it.",1086,65,0.247119845917603,0.376812713030481
"1087","Pedro Martinez","22","19.4","CHC","A-","2B",4,"Of all the 18-, 19- and 20-year-old hitters in this system, Martinez is the one in whose bat-to-ball skills scouts have the most confidence. Where he fits on defense is far less certain. He’s already physically maxed out and has fairly limited range at second base, and his lateral agility might be a problem if he keeps getting bigger and slows down. For now, I think his hands and actions are good enough to continue projecting him as a shift-aided second baseman. If so, then he at least projects as a role player similar to Short and Giambrone, albeit one with a little less defensive versatility. Martinez can contact pitches at the top of the zone and go down and lift balls at the bottom. His righty swing is a little more linear and line drive-y than the left. He needs to be a little more selective and target pitches he can drive, but he has promising offensive ability for a teenager.",1087,166,0.173034645584143,0.163021102291391
"1088","Luis Verdugo","23","19.7","CHC","R","SS",4,"Verdugo signed for $1 million out of Mexico in 2017. He can really pick it at shortstop and could be plus there at maturity. His hands, range, actions, footwork, and athleticism are all superlative, especially considering his age. He added a lot of muscle during his first 18 months in pro ball and now has average pull power, but I think his swing’s length will make him whiff-prone at the upper levels. He only struck out 17% of the time last year, but he was repeating the AZL. The glove and suddenly relevant power are real carrying tools, and even if Verdugo maxes out as a 4 bat, he probably plays some kind of big league role.",1088,114,0.14376960134088,0.138962838804354
"1089","Keegan Thompson","24","25.2","CHC","AA","RHP",4,"Thompson is a very stable fifth starter/swingman piece. He throws a lot of strikes with an average four-pitch mix, and misses in places where he can’t get hurt when he’s not locating exactly. He’s going to have to pitch off of his two breaking balls very heavily because of his lack of velocity, but Thompson makes diverse use of his slider and curveball, both of which he can spot for strikes early in counts or use as a chase pitch. His ceiling is limited, but he is arguably ready to take a big league mound right now if the Cubs need a competent starter.",1089,109,0.674524692669595,0.154994408719285
"1090","Aramis Ademan","25","21.7","CHC","A+","SS",4,"I struggled to decide what to do with Ademan. I, like many others, was smitten with his defensive acumen and precocious doubles power during his early days on the complex, but over the last couple seasons, he’s gotten heavier and slower without adding any power. He was still young for Hi-A, but he didn’t improve in his second year there, and he’s in danger of just falling off the radar entirely if he doesn’t start performing soon.",1090,82,0.191522551791878,0.0455829113772322
